,cWT-1,cWT-2,cKO-1,cKO-2
Fam187a,0,0,0,0
Nmt1,3829,3130,4140,4775
Acbd4,36,28,71,45
Hexim1,521,652,542,638
Hexim2,23,25,28,39
Fmnl1,1634,1608,1633,1398
Arhgap27os3,102,110,151,105
Arhgap27os2,31,20,50,46
Arhgap27os1,47,45,32,29
Gm39397,0,0,0,0
Rprml,1,0,1,0
C130046K22Rik,7,0,3,1
Gm11642,0,0,0,0
Wnt3,0,0,0,0
Arf2,577,448,607,441
Crhr1,1,0,0,0
Sppl2c,0,0,0,0
Mapt,23,15,20,24
Myl4,3,1,5,2
Itgb3,501,486,556,491
Gm11639,0,0,1,0
Efcab3,0,0,0,0
Mettl2,167,173,226,219
Tlk2,468,403,538,559
Mrc2,1021,292,1507,1224
Gm11638,13,12,1,2
Gm11640,0,0,0,0
Tanc2,3767,5249,3107,3998
Ace,2,7,10,9
Kcnh6,5,4,5,3
Dcaf7,696,598,826,640
Taco1,111,83,84,57
Map3k3,711,840,913,1044
Ddx42,1083,1098,1287,1273
Psmc5,1228,1120,1027,813
Tcam1,0,0,0,0
Prr29,0,1,0,0
Milr1,136,125,113,56
Cep95,94,98,83,65
1810010H24Rik,29,23,69,45
Gm11715,6,1,8,8
Gm11716,0,0,2,0
Gm11712,3,6,7,8
Gm11713,261,441,428,385
Gm11714,5,10,8,6
Psmd12,1193,1118,1300,1182
Gm11722,0,0,0,0
Helz,1386,1380,1245,1100
Gm11650,0,0,0,0
Gm11657,1,0,0,0
Gm11655,0,0,0,0
Apoh,0,0,0,0
Gm11656,0,0,0,0
Cep112,100,85,80,68
Cep112it,0,0,0,0
Axin2,5,2,2,5
1700096J18Rik,0,0,0,0
Gna13,2155,2331,2797,3641
9930022D16Rik,14,38,39,59
Amz2,110,78,139,98
Arsg,264,430,462,459
Gm11685,1,0,1,0
Prkar1a,2716,2428,3069,2641
Gm11684,0,0,0,0
Gm11683,0,0,0,0
1700023C21Rik,0,0,0,0
Gm11697,0,0,0,0
Map2k6,77,66,88,97
Gm11682,0,0,0,0
Kcnj16,20,15,33,20
Kcnj2,746,538,806,332
Gm11680,0,0,0,0
Sox9,4,8,12,16
4933434M16Rik,0,0,0,0
Sstr2,0,0,0,0
Cog1,179,158,144,151
D11Wsu47e,93,144,108,103
1700025D23Rik,0,0,0,0
1700092K14Rik,0,0,0,0
Gm11691,0,0,0,0
Rpl38,14180,6493,15200,12115
Ttyh2,59,57,78,92
Dnaic2,0,0,0,1
Kif19a,20,12,18,12
Gpr142,0,0,0,0
Gprc5c,1,1,0,1
Cd300a,2758,2466,2529,1866
Rab37,9,2,27,22
Slc9a3r1,490,483,1136,932
Tmem104,987,1059,2641,2552
Otop2,0,0,0,0
Otop3,0,0,0,0
Cdr2l,8,14,7,13
Mrpl58,587,421,617,313
Kctd2,550,448,582,517
Trim80,0,0,0,0
Slc16a5,0,0,0,0
Armc7,180,196,205,214
Nup85,181,111,201,106
Mrps7,624,429,648,414
Tmem94,229,170,283,184
Tsen54,112,89,135,84
Llgl2,16,13,27,8
Myo15b,0,1,2,0
Smim5,0,1,2,4
Smim6,0,1,1,0
Recql5os1,1,3,1,1
Sap30bp,320,270,348,325
Itgb4,4,4,8,7
Unk,410,399,642,566
Ten1,685,512,910,719
Galr2,0,0,1,2
Ubald2,1210,868,2346,2180
Gm11739,1,5,1,0
Sphk1,0,2,1,8
Aanat,0,0,0,0
Prcd,0,8,15,19
Snhg16,167,198,529,424
BC018473,101,245,1405,916
Mettl23,441,241,349,200
Mfsd11,767,611,1348,726
Mgat5b,0,0,1,1
Gm11731,0,0,0,0
Snhg20,234,116,389,153
Sec14l1,1325,1195,1322,1153
Sept9,55,33,52,42
Gm11729,0,0,0,0
Gm11732,0,0,0,0
Gm11733,0,0,0,0
Gm11734,0,0,0,0
2900041M22Rik,0,0,0,0
Tnrc6c,1117,997,1441,1416
Tmc8,37,44,68,60
6030468B19Rik,56,103,40,73
Syngr2,3648,3343,3487,3584
Afmid,51,86,50,72
Birc5,2,6,5,9
Tmem235,0,0,0,0
Gm11725,6,7,8,124
Pgs1,661,653,862,934
Gm11738,0,0,1,0
C1qtnf1,0,0,0,1
Engase,251,146,217,125
Gm11750,0,0,0,0
Enpp7,0,0,0,0
Cbx2,6,19,10,3
Gm11752,0,0,1,2
Ccdc40,4,8,1,3
Gaa,1002,1145,1304,1088
Card14,0,1,1,0
Slc26a11,62,34,117,46
Rnf213,688,509,618,463
Endov,148,131,193,125
Gm11762,0,0,0,0
Rptor,831,829,950,896
Chmp6,517,442,602,475
Gm11766,0,0,0,0
Baiap2,39,29,60,58
Ndufaf8,741,536,796,543
Gm11769,26,47,38,55
Bahcc1,52,56,42,29
0610009L18Rik,84,81,80,60
Fscn2,0,1,0,0
Tspan10,0,0,0,0
Ccdc137,158,126,137,124
Hgs,496,466,533,387
Mrpl12,860,647,1126,721
Slc25a10,86,70,182,80
Gcgr,0,0,0,0
Anapc11,945,733,971,672
Npb,2,0,4,4
Myadml2os,1,0,2,3
Notumos,0,0,0,1
Aspscr1,87,63,99,60
Lrrc45,190,150,200,153
Rac3,629,318,587,416
Hmga1b,12,61,35,43
Gps1,310,279,216,221
Gm11773,1,1,0,0
Slc16a3,370,404,341,381
Gm28192,9,18,8,17
Gm11775,0,0,0,0
Tex19.1,0,0,0,0
Uts2r,0,0,0,0
Hexdc,76,75,118,78
Narf,717,785,809,711
Foxk2,470,538,529,502
Fn3krp,65,51,68,42
Fn3k,43,31,93,37
Tbcd,161,169,239,214
Metrnl,85,87,102,85
Gm12589,0,0,0,0
Gm29513,0,0,0,0
Ptchd3,0,0,0,0
Rab10,2092,1778,2171,1955
Gm26520,423,386,192,263
Gm48512,0,0,0,0
1110002L01Rik,134,148,120,104
Dtnbos,1,7,5,7
Dnmt3aos,49,75,66,58
Efr3b,5,7,6,5
Cenpo,63,60,67,29
Ncoa1,439,340,800,662
Gm46332,0,0,0,0
Gm48610,0,2,1,3
AC241534.1,33,46,45,77
Gm48678,5,7,8,15
Fam228a,7,1,5,0
Fam228b,17,12,22,20
Fkbp1b,31,26,64,20
Mfsd2b,3,1,2,0
Ubxn2a,463,394,563,504
Klhl29,7,4,7,19
1700101O22Rik,0,0,0,0
Gm32828,0,0,0,0
Gm48633,2,3,3,2
Gm33037,0,0,0,0
Gm48898,0,0,2,1
Gdf7,0,1,0,0
Gm48071,9,7,8,17
Rhob,41911,40703,63110,46229
Slc7a15,2,6,9,17
Gm4755,0,0,0,0
9930038B18Rik,0,0,0,0
Gm48762,0,0,0,0
Gm48764,0,0,0,0
1700022H16Rik,0,0,0,0
Kcns3,0,1,1,0
9530020I12Rik,0,0,0,0
Msgn1,0,0,0,0
Gen1,8,8,16,5
Vsnl1,2,2,2,2
Gm47808,0,0,0,0
4921511I17Rik,0,0,0,0
Mycn,1,0,0,0
Gm48209,0,0,0,0
Ddx1,665,656,692,729
Gm48311,0,0,1,0
Gm35725,0,0,0,0
Lratd1,1,0,1,0
4930448C13Rik,0,0,0,0
Gm48539,0,0,0,0
Trib2,1,7,0,3
Gm48558,0,0,0,0
Gm48584,0,0,0,0
Gm36235,0,0,0,0
Gm36372,0,0,0,0
Gm48605,0,0,0,0
Lpin1,622,664,890,763
Greb1,0,0,0,0
Gm48227,0,0,0,0
Gm36495,0,0,0,0
Pqlc3,17,13,79,34
2410004P03Rik,0,0,0,0
Kcnf1,0,0,0,0
Atp6v1c2,0,0,2,0
Gm46336,2,5,3,3
Gm48313,0,0,0,0
Gm49764,0,0,0,0
Itgb1bp1,27,26,22,19
Gm20535,0,2,0,0
Adam17,1759,1694,1427,1332
Ywhaq,826,790,776,571
Gm4425,2,1,1,3
Gm47997,0,0,0,0
2410018L13Rik,1,1,0,3
9030624G23Rik,3,3,3,5
Cys1,0,0,0,0
2900060N12Rik,0,0,0,0
Gm36236,0,1,2,1
Id2,1120,1717,5251,14925
Gm47713,0,0,2,0
Gm29687,0,0,0,0
Gm29968,0,0,0,0
Rnf144a,0,0,2,0
Rsad2,379,43,81,53
1700020D12Rik,0,0,0,0
4933409F18Rik,0,0,0,0
Gm9866,0,0,0,0
Sox11,1,4,6,10
Gm47872,0,0,0,0
Gm47871,0,0,0,0
Dcdc2c,0,0,0,0
Allc,0,0,0,0
Colec11,1,4,8,1
Rps7,19622,11749,23418,16181
Trappc12,306,287,355,263
4833405L11Rik,0,1,0,0
Gm20208,0,0,0,0
C630031E19Rik,0,0,0,0
Tpo,0,0,0,0
Sntg2,2,2,0,1
2310016D03Rik,0,0,0,0
Gm28806,0,0,0,0
Acp1,327,340,249,203
Gm32443,0,0,0,0
Dld,767,648,772,701
Cbll1,703,571,674,621
Slc26a4,0,0,0,0
Bcap29,1294,1001,1585,1239
Dus4l,101,106,104,72
Gpr22,66,65,57,76
Gm48809,3,6,7,7
Hbp1,1349,1085,2041,1734
Prkar2b,4,2,1,1
Gm33111,0,0,0,0
5430401H09Rik,0,0,0,0
Pik3cg,1592,1368,2068,1586
Gm40375,0,0,0,0
4933406C10Rik,5,8,13,4
Cdhr3,0,0,0,0
F730043M19Rik,11,13,11,7
Atxn7l1os1,15,9,12,15
Atxn7l1os2,4,4,10,7
Gm40383,0,0,0,0
Hdac9,35,66,32,30
Gm47357,0,0,0,0
Ahr,14,8,72,97
9130015A21Rik,0,0,0,0
Tspan13,2963,2014,3193,3481
Bzw2,297,265,460,406
Lrrc72,0,0,0,0
D630036H23Rik,0,2,1,2
Gm48613,0,0,0,0
Gm29007,0,0,0,0
Gm34408,5,2,9,6
Gm48715,0,0,0,0
4930428E07Rik,0,0,0,0
Gm34611,0,0,0,0
Gm34662,0,0,0,0
Gm34809,0,0,0,0
Gm47855,0,0,0,0
Gm34923,0,0,0,0
Gm47859,0,0,0,0
Gm47868,0,0,0,0
Arl4a,19,13,17,20
Scin,0,0,0,0
Lsmem1,0,0,0,1
Ifrd1,637,532,1002,734
Gm17024,0,0,0,0
Zfp277,545,506,578,505
Gm47375,1,1,1,2
Gm47376,3,3,3,1
Gm47373,4,7,3,2
Gm47368,2,3,2,8
Lrrn3,8,10,10,16
Gm47371,0,0,0,1
Gm46348,4,1,5,6
Gm47020,0,0,0,0
Gm33340,0,0,0,0
Gm10165,0,0,0,0
Gm46349,0,0,0,0
Dnajb9,1618,1477,1782,1827
Gm47096,3,3,4,3
Stxbp6,3,5,7,5
Gm15902,0,0,0,0
Gm48522,0,0,0,0
Gm48535,0,0,0,0
Nova1,1185,1118,1000,1488
Gm34304,0,0,0,0
1810007C17Rik,0,0,0,0
Prkd1,254,252,329,287
Gm40421,0,0,0,0
Strn3,1065,1026,1135,998
Hectd1,1182,1186,1353,1484
Heatr5a,1202,916,1577,1265
Dtd2,18,6,69,83
Gpr33,0,0,0,0
Gm47431,0,0,2,0
Gm35135,10,1,3,0
Gm35188,1,5,3,2
1700031P21Rik,0,0,0,0
1700030L22Rik,0,0,0,0
1700060O08Rik,0,0,0,0
Gm35818,0,0,0,0
Egln3,2,2,15,7
Gm47552,0,0,0,0
Gm7550,0,0,0,0
Gm10465,0,0,0,0
Sptssa,1300,943,1423,1003
Eapp,858,630,892,675
Snx6,2974,2516,2221,1945
Cfl2,624,569,923,768
Baz1a,1219,1033,1019,862
Gm20403,0,0,0,0
2700097O09Rik,79,69,76,70
Ppp2r3c,318,275,351,347
Nfkbia,7211,5047,17081,18059
Ralgapa1,471,353,550,441
Gm47682,0,0,0,0
Mbip,476,417,480,427
Sfta3-ps,0,0,0,0
Nkx2-1,0,0,0,0
Nkx2-9,0,0,0,0
Gm15524,0,0,0,0
Slc25a21,6,5,6,5
Gm16246,0,0,2,0
Foxa1,0,1,0,0
4921518K17Rik,0,0,0,0
BC042761,0,0,0,0
Clec14a,2,2,1,3
Sec23a,221,231,225,195
Trappc6b,1279,1088,1648,1136
Fbxo33,85,117,105,136
Gm20063,0,0,0,0
Gm48422,0,0,0,0
Fscb,0,0,0,0
Klhl28,538,570,600,622
Gm48559,0,0,0,0
Fkbp3,1163,740,1254,750
Mis18bp1,16,16,19,7
Gm31063,0,0,0,0
Rpl10l,1,0,0,0
Gm47979,0,0,0,0
Mdga2,1,0,4,0
Gm47453,0,0,0,0
Gm47456,0,0,0,0
Gm47489,0,0,0,0
Gm47515,0,0,0,0
Gm47518,0,0,0,1
Rps29,124256,70167,133906,94403
Rpl36al,6775,4220,8127,5004
Dnaaf2,148,119,164,129
Pole2,13,6,8,6
Gm15561,1,0,0,0
Nemf,876,894,1013,997
Gm9887,171,162,268,226
5830428M24Rik,1,1,9,2
Vcpkmt,85,78,97,74
Sos2,340,312,413,392
L2hgdh,98,98,159,97
Cdkl1,1,2,0,2
Map4k5,416,437,495,549
Sav1,396,375,416,359
Nin,403,379,494,394
Pygl,65,86,72,63
Trim9,0,5,4,7
Gm32369,0,0,0,0
Gm40437,0,0,0,0
Gm46355,0,4,0,3
3110056K07Rik,60,41,38,36
Timm9,381,275,489,295
4930474H06Rik,0,0,0,0
1700083H02Rik,0,0,0,0
Gpr135,1,0,2,0
L3hypdh,37,14,24,8
Ccdc175,1,0,2,6
Rtn1,1190,934,1023,937
Gm4756,0,0,0,0
Dhrs7,1317,748,1381,894
4930447C04Rik,0,0,0,0
Six1,2,0,0,0
Six4,0,0,0,0
Trmt5,105,90,102,117
D830013O20Rik,0,0,0,0
Gm48656,0,0,0,0
Gm34016,0,0,0,0
Tmem30b,0,0,0,0
Gm15283,1,0,0,1
Gm29587,0,0,0,0
Gm34552,0,0,0,1
Gm11042,0,0,0,0
Kcnh5,0,0,0,0
Gphb5,0,0,0,0
Ppp2r5e,626,549,682,601
Wdr89,60,43,59,30
AC124742.1,0,0,0,0
Sgpp1,640,454,777,556
Esr2,0,0,0,0
Tex21,0,0,0,0
Gm47525,7,5,5,3
Gm34868,3,0,2,2
Zbtb25,110,98,166,152
4930426I24Rik,13,6,20,16
AI463170,0,0,0,0
Sptb,3,8,4,2
Gpx2,0,0,0,0
Rab15,4,1,22,27
Max,802,641,993,868
Gm35189,0,0,0,0
9530018F02Rik,32,38,62,43
Gm48226,237,184,341,216
Atp6v1d,1646,1300,1739,1232
Plek2,1,1,3,2
Tmem229b,357,335,305,212
Pigh,261,296,257,161
9230116L04Rik,0,0,0,0
Gm48780,0,6,9,20
Vti1b,753,593,722,467
Rdh11,330,278,384,300
Zfyve26,192,173,269,199
9430078K24Rik,0,0,0,0
Gm36660,0,0,0,0
Zfp36l1,16742,9607,25671,15442
2310015A10Rik,6,5,26,32
Actn1,155,279,126,215
Gm47765,0,0,0,0
Dcaf5,428,472,520,577
Gm50278,0,0,0,0
Gm26777,0,0,0,0
4933406B15Rik,0,0,0,0
Erh,1418,1043,1107,924
Plekhd1os,0,0,0,0
Ccdc177,2,0,0,0
Gm47941,3,3,1,3
1700052I22Rik,3,0,0,0
Gm20337,31,25,43,45
Slc10a1,7,2,6,12
Slc8a3,0,0,0,0
Cox16,645,387,587,343
Gm4787,0,0,0,0
Adam4,0,0,0,0
Synj2bp,719,667,844,596
Gm17191,0,0,0,0
Adam21,1,0,0,1
Med6,437,346,498,382
Gm49654,28,29,37,40
Map3k9,63,51,70,82
Gm48242,1,3,1,1
1700085C21Rik,0,0,0,0
Gm29530,0,0,0,0
Dpf3,1,0,3,0
Zfyve1,344,352,384,348
Gm29361,275,213,424,563
Gm47666,1,0,3,0
Numb,3079,2834,2110,1648
Gm26571,10,13,13,5
Heatr4,0,0,0,0
4732463B04Rik,0,0,0,0
Pnma1,5,2,4,14
Elmsan1,703,613,1606,2662
Gm47447,0,0,0,0
Gm47484,52,50,49,46
Fam161b,17,13,11,13
Entpd5,87,64,89,44
Aldh6a1,295,228,393,270
Abcd4,216,214,273,213
Syndig1l,1,1,0,3
Npc2,12070,8627,15045,11669
Ltbp2,0,0,0,0
Arel1,402,381,434,372
Gm17193,0,0,0,0
Prox2,60,70,74,81
Rps6kl1,0,0,1,1
Pgf,2,1,0,1
Mlh3,348,295,445,367
Acyp1,372,254,521,221
Nek9,529,480,687,638
Tmed10,4904,4632,4859,4417
Gm40477,0,0,0,0
Gm47863,305,392,546,556
Erg28,610,446,554,367
Gm26531,6,2,7,15
Tgfb3,0,3,2,3
4732487G21Rik,1,2,5,5
Angel1,132,106,192,108
Irf2bpl,2117,1969,2817,4096
Zdhhc22,0,0,0,0
Ngb,1,2,4,2
Pomt2,195,186,251,189
Gm6566,2,2,4,5
Tmed8,172,131,329,232
Noxred1,14,7,19,17
Vipas39,346,313,421,317
Ism2,0,0,0,0
Sptlc2,1445,1266,1776,1230
Alkbh1,256,208,406,383
Gm29362,0,0,0,0
Snw1,2030,1728,1986,1997
Gm16381,0,0,0,0
Gm21319,0,0,0,0
Gm2001,0,0,0,0
Gm2035,0,0,0,0
Gm6803,0,0,0,0
Gm10436,0,0,0,0
Gm8332,0,0,0,0
Gm5662,0,0,0,0
Gm5039,0,0,0,0
3200001D21Rik,6,4,1,5
4930473H19Rik,4,3,2,1
Gm48665,0,0,0,0
Gm47684,0,0,0,0
Gm40538,0,0,0,0
Dio2,3,4,4,5
4930544I03Rik,0,0,0,0
Cep128,20,36,51,42
Gtf2a1,1147,1030,1283,1013
Gm47804,0,0,0,0
Ston2,248,263,298,245
Gm8378,0,0,0,0
Sel1l,476,503,752,566
4930559C10Rik,0,0,0,0
Gm47397,0,0,0,0
Gm35274,0,0,0,0
Gm35326,0,0,0,0
Gm47415,0,0,0,0
Galc,473,379,1276,798
Gm47566,0,0,4,10
Kcnk10,0,0,0,2
Ptpn21,116,119,182,166
Eml5,69,88,74,80
Gm47109,0,0,0,0
Gm47116,0,0,0,0
4930474N09Rik,1,0,3,1
Foxn3,4110,4006,5235,6693
Gm20682,0,0,0,0
Gm47177,0,0,0,0
1700064M15Rik,26,16,41,69
Efcab11,1,0,2,1
4930477G07Rik,2,0,2,2
Nrde2,349,281,505,504
Gm40557,1,3,0,10
Ttc7b,111,114,152,132
Rps6ka5,271,270,351,222
Gpr68,1,0,0,1
Ccdc88c,3,2,3,1
Ppp4r3a,1087,1022,1148,1026
Tc2n,0,0,0,1
Fbln5,1,1,3,2
Trip11,1583,1540,1775,1712
Atxn3,568,492,591,470
Ndufb1-ps,3858,2360,3649,2554
Gm16339,0,0,0,0
Lgmn,45978,44293,48926,45106
Itpk1,280,266,317,296
Moap1,16,5,19,18
Btbd7,1169,1168,1262,1162
Prima1,0,0,0,0
Gm29508,0,1,0,0
Asb2,585,700,209,389
Ddx24,1256,859,1501,1228
Ifi27l2a,1144,373,945,593
Ifi27l2b,0,1,0,1
Serpina10,0,0,0,0
Serpina6,0,0,0,0
Serpina16,0,0,0,0
Serpina1f,0,0,0,0
Serpina1b,0,0,0,0
Serpina1d,0,0,0,0
Serpina1a,0,0,0,0
Serpina1c,0,0,0,0
Serpina1e,0,0,0,0
Serpina11,0,0,0,0
Serpina9,2,0,2,1
Serpina12,0,0,0,0
Serpina3c,0,0,0,0
Gsc,0,0,1,0
Dicer1,682,611,703,667
Clmn,2,3,5,5
Gm28875,0,0,1,0
Syne3,0,0,1,2
Snhg10,26,12,29,40
Tcl1,0,0,0,0
Gm2721,0,0,0,0
Atg2b,153,158,238,210
Gm32635,0,0,0,0
Gm47646,0,0,0,0
1700121N20Rik,0,0,0,0
4933406K04Rik,0,0,0,0
Gm16087,0,0,0,0
Gm16086,0,0,0,0
Gm16084,0,0,0,0
Gm3234,0,0,0,0
4930465M20Rik,0,0,0,0
Gm15208,0,0,0,0
Bcl11b,1,0,0,1
Setd3,1056,942,1086,891
Ccdc85c,107,144,88,145
4930478K11Rik,0,0,0,0
Gm16596,1,0,0,0
Degs2,8,8,7,4
Gm33682,1,0,9,7
Slc25a29,46,30,49,51
Wars,270,204,383,246
Begain,0,0,0,0
Gm34081,0,0,0,0
Rtl1,0,0,0,0
Gm34667,0,0,0,0
Gm34719,0,0,0,0
3110009F21Rik,0,0,0,0
Gm34785,0,0,0,0
Gm40576,0,0,0,0
Dio3os,0,0,0,0
Gm19605,23,24,19,21
Gm17111,3,5,8,8
1700001K19Rik,0,0,0,0
Hsp90aa1,4326,3430,4102,3825
Mok,8,3,10,12
Gm26912,34,25,61,69
Cinp,272,190,319,178
Ankrd9,20,21,26,17
4930595D18Rik,10,9,18,17
Cdc42bpb,399,369,468,477
Gm10425,0,2,3,1
Gm40578,0,0,3,1
Gm266,0,0,0,0
2810029C07Rik,23,18,21,23
Ckb,9091,9721,5390,6071
Bag5,667,574,824,658
Gm15996,3,1,4,1
Xrcc3,10,5,22,15
Ppp1r13b,317,236,343,303
5033406O09Rik,0,3,1,2
Atp5mpl,2766,1790,2898,2163
Rd3l,0,0,1,0
E330035G20Rik,0,0,0,0
A730018C14Rik,0,0,0,0
B020018J22Rik,0,0,0,0
Tmem179,2,0,0,0
Akt1,1232,1108,1774,1478
Ahnak2,3,5,4,6
Cdca4,370,316,418,364
Gpr132,4,0,6,8
1700127F24Rik,0,0,0,0
Jag2,54,69,74,105
Nudt14,311,209,344,217
Gm26583,0,1,2,6
Brf1,446,456,488,442
Gm47541,0,0,0,0
Igha,0,0,0,0
Ighe,0,0,0,0
Ighg2c,0,0,0,0
Ighg2b,0,0,202,0
Ighg1,0,0,0,0
Ighg3,0,0,0,0
Ighd,73,87,39,45
Ighm,2782,2782,1435,1546
Ighj4,25,24,21,23
Ighj3,5,1,2,1
Ighj2,2,4,3,3
Ighj1,38,46,34,50
Ighd4-1,10,3,3,5
Ighd3-2,0,0,0,0
Ighd5-6,0,0,0,0
Ighd2-8,0,0,0,0
Ighd5-5,0,0,0,0
Ighd2-7,0,0,0,0
Ighd5-8,0,0,0,0
Ighd5-4,0,0,0,0
Ighd2-6,0,0,0,0
Ighd5-7,0,0,0,0
Ighd5-3,0,0,0,0
Ighd2-5,0,0,0,0
Gm37327,0,0,0,0
Ighd5-2,0,0,0,0
Ighd2-4,0,0,0,0
Ighd2-3,0,0,0,0
Ighd1-1,0,0,0,0
Ighd3-1,0,0,0,0
Gm16968,0,0,0,0
Ighv5-1,0,0,0,0
Ighv2-1,0,0,0,0
Ighv5-2,0,0,0,0
Ighv2-2,0,0,0,0
Ighv5-3,0,0,0,0
Ighv5-4,0,0,0,0
Ighv6-1,0,0,0,0
Ighv2-3,0,0,0,0
Ighv5-5,0,0,0,0
Ighv5-6,0,0,0,0
Ighv5-7,0,0,0,0
Ighv2-4,0,0,0,0
Ighv5-9,0,0,0,0
Ighv5-10,0,0,0,0
Ighv2-5,0,0,0,0
Ighv5-11,0,0,0,0
Ighv5-12,0,0,0,0
Ighv2-6,0,0,0,0
Gm37976,0,0,0,0
Gm37418,0,0,0,0
Ighv5-9-1,0,0,0,0
Gm38203,0,0,0,0
Ighv5-12-4,0,0,0,0
Gm38205,0,0,0,0
Ighv2-9-1,0,0,0,0
Gm37722,0,0,0,0
Ighv5-13,0,0,0,0
Ighv2-6-8,0,0,0,0
Gm7003,0,0,0,0
Ighv2-7,0,0,0,0
Ighv5-15,0,0,0,0
Ighv5-16,0,0,0,0
Ighv5-17,0,0,0,0
Ighv5-18,0,0,0,0
Ighv2-8,0,0,0,0
Ighv2-9,0,0,0,0
Ighv5-19,0,0,0,0
Ighv7-1,0,0,0,0
Ighv7-2,0,0,0,0
Ighv14-1,0,0,0,0
Ighv4-1,0,0,0,0
Ighv3-1,0,0,0,0
Gm37961,0,0,0,0
Ighv11-1,0,0,0,0
Ighv14-2,0,0,0,0
Ighv4-2,0,0,0,0
Ighv3-2,0,0,0,0
Ighv11-2,0,0,0,0
Ighv14-3,0,0,0,0
Ighv16-1,0,0,0,0
Ighv6-2,0,0,0,0
Ighv9-1,0,0,0,0
Ighv12-1,0,0,0,0
Ighv9-2,0,0,0,0
Ighv12-2,0,0,0,0
Ighv9-3,0,0,0,0
Ighv7-3,0,0,0,0
Ighv15-1,0,0,0,0
Ighv14-4,0,0,0,0
Ighv3-3,0,0,0,0
Ighv7-4,0,0,0,0
Ighv3-4,0,0,0,0
Ighv3-5,0,0,0,0
Ighv13-1,0,0,0,0
Ighv3-6,0,0,0,0
Ighv9-4,0,0,0,0
Ighv3-7,0,0,0,0
Ighv5-21,0,0,0,0
Ighv3-8,0,0,0,0
Ighv8-1,0,0,0,0
Ighv1-1,0,0,0,0
Ighv13-2,0,0,0,0
Ighv12-3,0,0,0,0
Ighv6-3,0,0,0,0
Ighv6-4,0,0,0,0
Ighv6-5,0,0,0,0
Ighv6-6,0,0,0,0
Ighv6-7,0,0,0,0
Ighv8-2,0,0,0,0
Ighv1-2,0,0,0,0
Ighv10-1,0,0,0,0
Ighv1-3,0,0,0,0
Ighv1-4,0,0,0,0
Ighv10-2,0,0,0,0
Ighv1-5,0,0,0,0
Ighv10-3,0,0,0,0
Ighv1-6,0,0,0,0
Ighv1-7,0,0,0,0
Ighv10-4,0,0,0,0
Ighv1-8,0,0,0,0
Ighv15-2,0,0,0,0
Ighv1-9,0,0,0,0
Ighv1-10,0,0,0,0
Ighv1-11,0,0,0,0
Ighv1-12,0,0,0,0
Ighv1-14,0,0,0,0
Ighv1-15,0,0,0,0
Ighv1-16,0,0,0,0
Ighv1-17-1,0,0,0,0
Ighv1-17,0,0,0,0
Ighv1-18,0,0,0,0
Ighv1-19-1,0,0,0,0
Ighv1-19,0,0,0,0
Ighv1-20,0,0,0,0
Ighv1-21-1,0,0,0,0
Ighv1-21,0,0,0,0
Ighv1-22,0,0,0,0
Ighv1-23,0,0,0,0
Ighv1-24,0,0,0,0
Ighv1-25,0,0,0,0
Ighv1-26,0,0,0,0
Ighv1-27,0,0,0,0
Ighv1-28,0,0,0,0
Ighv1-29,0,0,0,0
Ighv1-30,0,0,0,0
Ighv1-31,0,0,0,0
Ighv1-32,0,0,0,0
Ighv1-33,0,0,0,0
Ighv1-34,0,0,0,0
Ighv1-35,0,0,0,0
Ighv1-36,0,0,0,0
Ighv1-37,0,0,0,0
Ighv1-38,0,0,0,0
Ighv1-39,0,0,0,0
Ighv1-40,0,0,0,0
Ighv1-41,0,0,0,0
Ighv1-42,0,0,0,0
Ighv1-43,0,0,0,0
Ighv1-44,0,0,0,0
Ighv1-45,0,0,0,0
Ighv1-46,0,0,0,0
Ighv1-47,0,0,0,0
Ighv8-3,0,0,0,0
Ighv8-4,0,0,0,0
Ighv1-48,0,0,0,0
Ighv1-49,0,0,0,0
Ighv8-5,0,0,0,0
Ighv1-50,0,0,0,0
Ighv1-51,0,0,0,0
Ighv1-52,0,0,17,0
Ighv1-53,0,0,0,0
Ighv8-6,0,0,0,0
Ighv1-54,0,0,0,0
Ighv1-55,0,0,0,0
Ighv1-56,0,0,0,0
Ighv8-7,0,0,0,0
Ighv1-57,0,0,0,0
Ighv8-8,0,0,0,0
Ighv1-58,0,0,0,0
Ighv1-59,0,0,0,0
Ighv1-60,0,0,0,0
Ighv1-61,0,0,0,0
Ighv1-62,0,0,0,0
Ighv1-62-1,0,0,0,0
Gm37511,0,0,0,0
Gm38184,0,0,0,0
Ighv1-62-2,0,0,0,0
Ighv1-62-3,0,0,0,0
Ighv8-9,0,0,0,0
Ighv1-63,0,0,0,0
Ighv1-64,0,0,0,0
Ighv8-10,0,0,0,0
Ighv1-65,0,0,0,0
Ighv8-11,0,0,0,0
Ighv1-66,0,0,0,0
Ighv1-67,0,0,0,0
Ighv1-68,0,0,0,0
Ighv1-69,0,0,0,0
Ighv8-12,0,0,0,0
Ighv1-70,0,0,0,0
Ighv1-71,0,0,0,0
Ighv1-72,0,0,0,0
Ighv8-13,0,0,0,0
Ighv1-73,0,0,0,0
Ighv1-74,0,0,0,0
Ighv8-14,0,0,0,0
Ighv1-75,0,0,0,0
Ighv8-15,0,0,0,0
Ighv1-76,0,0,0,0
Ighv8-16,0,0,0,0
Ighv1-77,0,0,0,0
