,cWT-1,cWT-2,cKO-1,cKO-2
Opn4,0,0,0,0
Gm49025,0,0,0,0
5830448L01Rik,0,0,0,0
Gm49032,0,0,0,0
4930596D02Rik,0,0,0,0
Ccser2,506,580,620,513
Rgr,0,0,0,0
Cdhr1,2,6,5,6
2610528A11Rik,57,32,37,32
Ghitm,282,324,544,696
Gm31393,0,0,0,0
Nrg3,3,10,4,13
Sh2d4b,45,52,112,95
Tspan14,4082,4396,5602,5075
Prxl2a,18,28,13,15
Dydc2,0,2,1,0
Sftpd,0,0,0,0
Gm7945,0,0,0,0
Gm6482,0,0,0,0
Gm7954,0,0,0,0
Gm3486,0,0,0,0
Gm7970,0,0,0,0
Gm3072,0,0,0,0
Gm3676,0,0,0,0
Gm8068,0,0,1,0
Gm7929,0,0,0,0
Gm47189,0,0,0,0
Gm7980,0,0,0,0
Gm6401,0,0,0,0
Gm3543,0,0,0,0
Gm7951,0,0,0,0
Gm17027,0,0,0,0
Gm3573,0,0,0,0
Gm17026,0,0,0,0
Gm9611,0,0,0,0
Gm8005,0,0,0,0
Gm8020,0,0,0,0
Gm8024,0,0,0,0
Gm17124,0,0,0,0
Gm3633,0,0,0,0
Gm3015,0,0,0,0
Gm10377,0,0,0,0
Gm21977,0,0,0,0
Gm8082,0,0,0,0
Gm10376,0,0,0,0
Gm8094,0,0,0,0
Gm8122,1,0,0,1
Gm8127,0,0,0,0
1700001F09Rik,0,0,0,0
Gm8138,0,0,0,0
Gm17654,0,0,0,0
Gm10375,0,0,0,0
Gm8165,0,0,0,0
Gm16506,0,0,0,0
Gm8180,0,0,0,0
Gm41138,0,0,0,0
Gm49083,0,0,0,0
Ear1,4,6,12,8
Ear10,0,0,0,0
Gm49087,0,0,0,0
Ang6,0,0,0,0
Gm3287,0,0,0,0
Gm49099,0,0,0,0
Gm49101,0,0,0,0
4930503E14Rik,0,0,1,0
1700047E10Rik,0,0,0,0
Gm32857,4,14,3,13
Gm5930,0,0,0,0
Gm3371,0,0,0,0
Gm49779,0,0,0,0
AC160336.1,0,0,0,0
Gm5624,0,0,0,0
Gm8257,0,0,0,1
Gm8267,0,0,0,0
Ptgdr,0,0,0,0
4930431P03Rik,0,0,0,0
Gm17173,0,2,4,5
Gm49180,1,2,0,1
Txndc16,592,580,1017,1008
Ero1l,170,145,242,215
Gnpnat1,41,34,63,57
Gm34250,0,0,0,0
Fermt2,2,4,3,2
Gm41144,0,0,0,0
Gm49123,0,0,0,0
Ddhd1,817,573,1190,986
A530076I17Rik,0,0,3,2
Gm49192,0,0,0,0
Bmp4,0,0,0,0
Gm48910,0,0,0,0
Gm48911,0,0,0,0
Gm48912,0,0,0,0
Rubie,0,0,0,0
4933425B07Rik,0,0,0,0
D330046F09Rik,0,0,0,0
Gm48924,0,0,0,0
Cnih1,93,80,90,72
Gmfb,206,240,347,417
Gm10101,0,0,0,0
Gm34934,3,7,4,3
2810457G06Rik,0,0,0,0
Gm10371,0,5,0,5
Gch1,289,308,572,612
Wdhd1,38,44,117,640
Gm49189,142,145,195,216
Dlgap5,7,10,11,12
Gm35166,11,11,13,32
Atg14,203,244,322,386
4930538L07Rik,0,0,0,0
Gm41148,0,0,0,1
Gm49302,0,0,0,0
Gm49304,0,0,0,0
1700128I11Rik,0,0,0,0
Otx2,0,0,0,1
Gm49156,0,0,0,0
Gm534,0,0,0,1
Exoc5,2492,2432,3560,3668
ccdc198,0,4,3,4
Slc35f4,3,2,2,1
Armh4,1,0,1,0
Olfr722,0,0,0,0
Olfr723,0,0,0,0
Olfr724,0,0,0,0
Olfr725,0,0,0,0
Olfr726,0,0,0,1
Olfr728,0,0,0,0
Olfr729,0,0,0,0
Olfr730,0,0,0,0
Olfr731,0,0,0,0
Olfr732,0,0,0,0
Olfr733,0,0,0,0
Olfr734,0,0,0,0
Olfr735,0,0,0,0
Olfr747,0,0,0,0
Olfr749,0,0,0,0
Ttc5,500,526,609,617
Ccnb1ip1,56,59,84,107
Tep1,623,564,679,416
Klhl33,8,3,4,2
Osgep,1549,1214,1490,1483
Pip4p1,783,625,877,756
Rnase9,0,0,0,0
Rnase11,0,0,0,0
Rnase12,0,0,0,0
Olfr750,0,0,0,0
1810028F09Rik,0,0,0,0
Rnase1,0,0,0,0
Ang2,0,0,0,0
Rnase2a,0,0,0,0
4930597G03Rik,0,0,0,0
Gm17175,0,0,0,0
Gm17174,0,0,0,0
Gm17078,0,0,0,0
Gm4181,0,0,0,0
Gm17079,0,0,0,0
Gm5800,0,0,0,0
Ang4,121,199,329,234
Ndrg2,1,0,4,11
Rnase13,0,0,0,0
Gm49076,0,0,0,0
Gm16617,58,64,32,32
Zfp219,133,92,145,110
Olfr221,0,0,1,0
Hnrnpc,2667,2508,4096,3962
Supt16,742,752,1075,1172
Chd8,1089,1063,1403,1398
Rab2b,451,447,577,410
Mettl3,156,117,172,136
Sall2,6,1,1,1
Olfr1513,0,0,0,0
Olfr1512,0,0,0,0
Olfr1511,0,3,1,1
Olfr1510,0,0,0,0
Olfr1508,0,0,0,0
Olfr1507,0,0,0,0
Gm30214,0,0,0,0
Gm43650,0,0,0,0
Gm43647,1,0,0,2
Gm30275,0,0,0,0
Gm43434,0,0,0,0
Trdv5,0,0,0,0
Dad1,208,185,261,293
Olfr49,0,0,0,1
Gm43305,0,0,0,0
5330426L24Rik,0,0,0,0
Slc7a7,2741,2922,4380,3367
Gm10366,0,0,0,0
Prmt5,45,47,62,50
Haus4,152,143,320,229
Ajuba,1,4,0,3
4931414P19Rik,134,167,162,106
Psmb5,72,64,88,72
Cdh24,7,3,4,5
Acin1,1749,1755,1976,1785
Gm29776,1,3,0,1
Cebpe,0,0,0,0
Slc7a8,3637,4084,5036,4627
Homez,101,110,142,98
Ppp1r3e,7,11,22,6
Slc22a17,28,23,20,13
Efs,0,0,0,0
Myh6,0,0,0,0
Myh7,0,0,0,0
Zfhx2,105,111,120,97
Ap1g2,64,57,90,43
Jph4,1,0,0,0
Gm49022,0,0,0,0
Nrl,0,0,0,0
Gm10876,7,7,9,7
A730061H03Rik,0,0,0,0
Gm15932,8,6,17,11
Emc9,33,47,46,48
Psme2,135,138,155,135
Ipo4,21,28,36,40
Tm9sf1,167,170,226,237
Mdp1,49,52,61,39
Nedd8,3065,2144,3173,2175
Tinf2,197,171,180,185
Tgm1,4,11,7,15
Rabggta,14,18,23,16
Dhrs1,42,44,34,21
Cideb,10,6,10,24
Adcy4,1,3,2,2
Ripk3,1,2,2,4
Cbln3,0,0,0,0
Sdr39u1,21,15,50,34
Gm48925,0,0,0,0
Cma1,0,0,0,0
Mcpt9,0,0,0,0
Mcpt4,0,0,0,0
Mcpt8,0,0,0,0
Ctsg,0,0,0,0
Gzme,0,0,0,0
Gzmd,0,0,0,0
Gzmg,0,0,0,0
Gzmn,0,0,0,0
Gzmf,0,0,0,0
Gzmc,0,0,1,0
Gzmb,0,0,0,0
Gm10873,0,0,0,0
Cenpj,128,107,137,88
Gm16573,40,32,44,41
Gm16973,30,29,28,29
Pspc1,1459,1453,2023,1991
Zmym5,730,666,993,860
Gja3,0,0,0,1
Gjb2,0,0,0,0
Gm4491,0,0,1,0
Gjb6,0,1,1,1
Cryl1,3099,3210,3451,2460
Ift88os,1,1,2,3
Eef1akmt1,175,152,236,94
Xpo4,911,941,1407,1532
Lats2,1100,956,1269,1161
Ska3,4,8,4,18
Zdhhc20,2604,2756,3748,4157
Micu2,1416,1372,1913,1859
Gm33472,0,0,0,0
Gm48453,0,0,0,0
1700129C05Rik,0,0,0,0
Gm5142,1,1,1,0
Phf11a,3,8,18,17
Phf11b,211,140,171,93
Phf11d,111,114,124,102
Phf11c,30,15,25,17
Setdb2,229,192,289,257
Cdadc1,293,278,386,471
Atp8a2,12630,12725,14187,13849
Gm49336,826,695,1267,1013
Mipepos,2,0,2,4
Tnfrsf19,0,2,1,2
Sgcg,0,1,1,0
1700109G14Rik,10,13,13,7
Ebpl,62,58,45,29
Kpna3,2317,2238,2615,2524
Spryd7,81,70,147,116
Dleu2,22289,22484,33273,30259
Gm27010,198,207,294,171
Gm35419,10,12,10,22
Gm26969,0,0,0,0
Dleu7,0,0,0,0
Gucy1b2,0,0,1,2
Gm4131,0,0,0,0
Ints6,1090,1012,1244,1083
Defb48,0,0,0,0
Defb30,20,38,27,9
Fdft1,65,93,125,117
Neil2,34,29,62,56
Gata4,3,3,5,2
Blk,2,9,7,9
Tdh,0,0,0,0
Mtmr9,383,380,641,531
Gm15918,18,18,16,16
4930578I06Rik,0,0,0,0
Prss55,0,0,0,0
4930471C04Rik,0,0,0,0
Gm17116,0,0,0,1
Msra,719,811,1454,1084
Gm47202,0,0,0,0
Hmbox1,1974,2139,2471,2470
Extl3,3673,4757,5975,5367
Gm30008,0,0,0,0
Fzd3,1,2,0,2
Gm48449,51,80,103,67
Pnoc,0,0,0,1
Elp3,290,365,386,311
Esco2,5,0,0,0
Scara3,0,0,0,0
Gulo,0,0,0,0
Adam2,0,2,2,4
Ephx2,2,1,0,1
Ptk2b,3099,3829,7616,10069
1700001G11Rik,25,21,22,9
Gm41183,0,0,0,0
Dpysl2,1920,1894,1191,1058
Bnip3l,346,379,799,676
Ppp2r2a,1600,1555,2330,2215
Gm20675,0,0,0,0
Gm6878,0,0,0,0
1700120O09Rik,0,0,0,0
4930438E09Rik,0,0,0,0
Gm10860,0,0,0,0
Gm20667,0,0,0,0
Cdca2,8,7,13,4
Dock5,4,2,4,2
Gm31107,0,0,0,0
Nefm,0,0,0,0
Adam7,0,0,0,0
Adamdec1,0,0,0,0
Adam28,0,0,1,0
Gm41192,0,0,0,0
1700092C10Rik,0,0,0,0
Slc25a37,402,364,227,266
Synb,0,0,0,0
Gm16677,0,0,0,0
Gm27221,0,0,0,0
Gm16867,9,5,1,4
Gm27179,0,0,0,0
Gm27174,0,0,0,0
Gm27176,0,0,0,0
Gm27177,3,6,1,4
R3hcc1,25,27,27,20
Chmp7,28,24,26,19
Rhobtb2,151,109,200,147
Gm33524,10,17,7,18
Ccar2,164,105,204,181
9930012K11Rik,7,3,6,3
Pdlim2,19,20,31,15
Sorbs3,2,0,3,6
Ppp3cc,324,292,513,423
Slc39a14,133,130,164,227
Piwil2,12,14,20,23
Polr3d,83,114,131,189
Bmp1,32,15,29,14
Sftpc,0,1,0,0
Fam160b2,146,142,179,152
Dmtn,8,10,12,7
Fgf17,0,1,0,1
Npm2,15,21,19,25
Xpo7,2145,2288,2736,3108
Gm9195,0,0,0,0
Fndc3a,3025,2821,3642,3367
Gm49293,0,0,0,0
Cysltr2,0,5,0,0
Gm17233,119,93,172,121
Rb1,4386,4231,5168,3469
Itm2b,2329,2056,1999,1841
Nudt15,12,20,14,18
Gm49165,0,0,0,0
Gm49171,6,8,20,35
Gm49175,0,1,0,1
Lrch1,13216,13325,14955,13061
Lrrc63,10,17,43,185
Gm15628,0,0,0,1
Gm15629,1,4,2,1
Gm49200,3,2,13,5
Spert,0,0,0,0
Cog3,680,552,953,839
Slc25a30,248,265,392,438
Gm4285,188,174,237,179
Gtf2f2,1233,1124,1840,1584
Gpalpp1,152,168,236,266
Serp2,0,0,0,0
Lacc1,577,470,710,601
Gm49002,0,0,0,0
Gm6994,0,2,1,4
Gm49003,3,5,4,18
Gm1587,19,7,23,31
Dnajc15,372,339,502,431
Fam216b,0,0,0,1
Tnfsf11,0,0,0,1
Akap11,470,446,527,452
Dgkh,981,747,1253,1000
Gm49016,0,1,4,5
Gm49015,0,0,0,0
Gm4632,6,12,17,12
Zfp957,1,0,1,0
Rgcc,0,7,8,24
Naa16,1186,1031,1116,758
Wbp4,304,285,475,502
Cnmd,6,5,5,2
Gm49042,0,0,0,1
Pcdh8,0,0,0,0
Gm10845,0,0,0,0
Gm49048,0,0,0,0
Gm49054,0,0,0,0
Gm32455,0,0,0,0
9630013A20Rik,0,1,0,1
Gm32815,1,3,0,0
Gm32913,0,0,0,0
Diaph3,70,105,75,39
Gm33203,0,1,0,0
Pcdh20,0,0,0,0
Gm48941,0,1,0,0
Gm33246,0,0,0,0
Gm48942,0,0,0,0
4930433E05Rik,0,0,0,0
Pcdh9,41,123,89,122
Gm33450,0,1,0,0
Klhl1,5,6,6,3
Gm49007,0,0,0,0
Gm33525,0,0,2,0
Dach1,5,17,12,12
Gm49018,0,0,0,0
Rpl36a-ps1,0,0,0,0
Mzt1,394,398,412,468
Dis3,79,85,131,137
Gm49225,0,0,0,0
Klf12,9708,9261,20024,14227
Prr30,0,0,0,0
Tbc1d4,1123,1039,928,949
Commd6,25,23,25,21
Gm9922,0,0,0,0
Gm34589,373,273,276,172
Kctd12,545,533,477,349
4933432I03Rik,76,114,198,218
Fbxl3,1042,1088,1905,1617
Mycbp2,8421,8867,9237,8571
Slain1os,0,0,0,0
Ednrb,27,25,14,19
4930432J09Rik,2,0,0,1
D130079A08Rik,1,0,0,2
Pou4f1,0,0,0,1
Rnf219,290,269,421,375
Rbm26,4885,4994,9994,11869
Gm17066,108,91,185,171
Gm6145,3,0,0,2
Gm48970,0,0,0,0
Spry2,0,0,0,0
Gm48972,0,0,0,0
1700128A07Rik,0,0,0,0
Gm48977,0,0,0,0
Slitrk1,0,0,0,0
Slitrk6,0,0,0,0
Gm48992,0,0,0,0
Gm49010,9,20,3,4
1700100I10Rik,1,1,0,0
4930505G20Rik,0,0,0,0
Gm20713,0,0,1,1
Dct,0,0,0,0
Tgds,161,117,202,125
Sox21,0,0,0,0
Abcc4,524,473,683,421
Gm27198,0,0,0,0
Dzip1,6,9,7,14
Gm49768,0,3,0,0
Uggt2,122,304,85,155
Oxgr1,0,0,0,0
Gm4681,1,0,7,2
Gm48997,0,0,0,0
Gm26679,12,14,19,20
Gm41253,0,0,0,0
Stk24,1224,887,1779,1418
Gm33299,0,0,0,0
Slc15a1,1,2,1,0
Gm49035,0,0,0,0
Dock9,918,788,1404,1068
1810041H14Rik,33,13,36,27
Gpr18,348,270,409,270
Gpr183,7277,6288,12942,6908
Gm49236,1,3,4,2
A330035P11Rik,7,10,17,5
1700108J01Rik,21,24,40,14
Zic5,0,0,1,0
2610035F20Rik,0,0,0,1
Ggact,615,653,805,838
Tmtc4,199,195,207,165
Nalcn,3,5,0,3
Fgf14,10,29,17,26
4930404O17Rik,0,0,0,0
Gm2888,0,0,0,0
Gm2897,19,237,158,282
Gm10340,0,0,0,1
Gm5795,1,0,0,0
D830030K20Rik,19,68,48,65
1700110I01Rik,4,7,12,18
Gm2956,94,67,95,32
Gm10413,0,0,0,0
Gm10409,1,1,1,1
Gm3005,25,248,159,308
Gm10408,0,0,0,0
Gm3012,0,0,0,0
Gm3020,0,1,0,1
Gm3043,0,0,0,0
Gm3002,580,1302,1128,1340
Gm3033,0,0,0,0
Gm2916,0,0,0,0
Gm3029,0,0,1,1
Gm3095,1,0,0,0
Gm3099,0,1,0,1
Gm5796,3,162,97,184
Gm3115,1,0,0,1
Gm8108,8,115,121,212
Gm3127,0,0,0,0
Gm2974,33,594,342,669
Gm3138,0,1,0,0
Gm3149,2,1,0,0
2610042L04Rik,119,141,115,124
Gm3159,0,1,0,0
Gm3164,122,141,187,157
Gm3173,497,1409,1026,1611
Gm3182,0,0,0,0
Gm3047,0,0,0,0
Gm8159,2,3,6,1
Gm3239,3,2,3,0
Gm7876,0,0,0,0
Gm3252,288,574,721,931
Gm9602,0,0,0,0
Gm3269,0,0,0,0
Gm3264,758,737,1078,651
Gm3278,0,0,0,0
Gm8297,0,0,1,0
Gm3298,0,0,0,1
4930555G01Rik,0,0,2,1
Gm8281,4,51,35,54
Gm8279,0,0,0,0
Gm3317,0,0,0,0
Gm8271,0,0,0,0
Gm3187,1,0,0,0
Gm3488,0,0,9,2
Gm3532,0,0,0,0
Gm26630,79,80,93,73
Gm26680,146,179,151,158
4933406F09Rik,16,67,36,72
Gm16741,0,1,1,0
Flnb,588,562,706,467
Gm45521,0,0,0,0
Abhd6,468,542,640,417
Rpp14,100,94,192,147
Pxk,1109,942,1281,897
Kctd6,54,60,106,138
2610318M16Rik,0,0,0,0
4930455B14Rik,0,0,0,0
Gm48370,8,5,6,6
Gm48439,6,5,7,4
Fhitos,1,10,5,3
Gm48594,0,1,2,2
Ptprg,200,122,786,143
3830406C13Rik,345,367,398,452
D030051J21Rik,0,0,0,0
Gm48239,0,0,0,1
Gm48526,0,0,0,0
Synpr,3,10,12,3
Sntn,0,1,0,0
Gm11100,4,0,0,9
Atxn7,2730,2601,3615,2588
Olfr31,0,0,0,0
Il3ra,5,15,17,30
Olfr721-ps1,0,0,0,0
Slc4a7,2837,2980,3105,3842
Nek10,15,21,12,50
B230110C06Rik,0,0,0,0
Gm31804,0,0,0,0
Gm47780,0,0,0,0
Gm47794,0,0,0,0
Ngly1,582,658,893,752
5430414B19Rik,0,0,0,0
Gm47798,0,0,0,0
Top2b,1177,963,1340,1341
Gm48162,0,1,0,2
Thrb,65,273,163,308
Nkiras1,207,159,212,139
Gm48099,38,22,17,24
Gm48105,0,3,1,8
4930469B13Rik,0,0,0,0
Nid2,255,176,138,128
D14Ertd670e,0,0,0,0
Gm48283,3,4,2,11
Gm48395,0,0,0,0
Nudt13,315,325,399,332
Fam149b,694,753,881,826
7330404K18Rik,0,0,0,0
1810062O18Rik,238,206,377,295
2810402E24Rik,0,0,0,0
Sec24c,353,326,486,420
Fut11,43,49,94,60
Chchd1,72,60,85,70
Zswim8,446,451,586,709
Gm30108,4,2,3,6
Plau,211,338,541,190
Vcl,277,396,779,1051
Adk,725,696,1183,612
Kat6b,1697,1698,2410,1765
Gm15935,0,0,2,1
Samd8,865,827,1724,1841
Vdac2,750,939,1233,1567
A430057M04Rik,1,1,1,1
Lrmda,29535,26605,41367,29759
Gm47601,74,64,100,85
Gm29626,1,4,0,5
4930519K11Rik,0,3,1,1
AC163638.2,2,2,2,2
E330034G19Rik,0,0,0,0
Rps24,323,216,410,293
4930428N03Rik,0,0,1,0
Gm47906,0,0,0,0
Gm10398,0,0,0,0
Gm32123,0,0,0,0
Gm32224,0,0,0,0
Gm17747,1,1,2,2
Zmiz1,3088,3406,4561,3602
Gm47920,19,10,16,15
Gm47921,4,2,1,5
Ppif,6,3,3,3
Anxa11,129,114,275,217
Cphx1,0,0,0,0
Duxbl1,0,0,0,0
Cphx2,0,0,0,0
Cphx3,0,0,0,0
Duxbl2,0,0,0,0
Duxbl3,0,0,0,0
4933413J09Rik,0,1,1,1
Slmapos2,0,0,0,0
Dennd6a,2353,2191,2603,2120
Arf4,3138,4977,4760,6377
9930004E17Rik,0,0,0,0
Dnah12,1,3,4,5
Asb14,9,4,23,39
Hesx1,1,0,0,1
Il17rd,1,2,0,2
Arhgef3,213,128,287,149
Tasor,1871,1513,2359,1658
Erc2,3,6,3,7
Wnt5a,0,0,0,0
Gm35164,0,0,0,0
Lrtm1,0,0,0,0
Gm48004,0,0,0,0
Gm48006,0,0,0,0
Gm48003,0,0,0,0
Gm41118,0,0,0,0
Selenok,810,882,1136,1163
Actr8,269,304,396,341
Chdh,2,7,4,4
CT009536.1,48,97,66,147
Dcp1a,688,695,875,855
Tkt,184,154,283,201
Gm7644,20,34,30,13
Rft1,252,290,401,373
Sfmbt1,4037,3797,4205,4146
Stimate,538,525,645,612
Mustn1,0,0,0,3
Itih4,0,0,0,0
Nek4,125,121,141,80
Glt8d1,444,577,394,343
Pbrm1,1959,1954,2786,2571
Nt5dc2,2,5,5,8
Tnnc1,0,2,0,2
Sema3g,0,0,0,0
Bap1,45,48,62,82
Gm35823,0,0,0,0
Gm49217,2,3,3,3
Capn7,730,699,968,921
Eaf1,113,131,193,207
Btd,52,56,60,35
D830044D21Rik,1,0,1,0
Galnt15,0,0,1,1
Oxnad1,65,68,70,56
Msmb,0,0,0,0
Ncoa4,199,132,136,94
Parg,1134,1097,1527,1278
Gm46447,14,17,12,7
Ogdhl,1,0,0,2
Gm2990,0,0,0,0
Ercc6,335,335,571,438
Prrxl1,1,0,0,0
Gm28651,0,0,1,1
Tmem273,1809,1503,2099,1039
Fam170b,1,1,1,1
Vstm4,23,16,38,22
Lrrc18,93,121,155,192
Arhgap22,7320,10754,10206,9380
Frmpd2,2,3,9,24
Ptpn20,0,0,0,0
Gdf10,0,0,0,0
Gdf2,0,0,0,0
Rbp3,0,0,0,0
Gm5460,0,0,0,0
Antxrl,0,0,0,0
Anxa8,0,0,0,0
Gm30556,0,0,0,0
Syt15,0,0,0,0
Glud1,1680,1435,2599,2247
Mmrn2,2,2,5,7
Gm17110,13,3,9,11
Gm49012,0,0,0,0
Gm49024,0,0,0,0
Wapl,2994,2808,3935,4439
A930038B10Rik,0,0,0,1
Grid1,2,3,5,10
4930474N05Rik,0,0,0,0
Lrit1,0,0,0,0
Lrit2,0,0,1,0
Gm31456,0,0,0,0
Gm20641,0,0,0,0
Nrg3os,0,0,0,0
Gm20642,0,0,0,0
1700109I08Rik,1,0,0,0
Gm47547,0,0,0,0
Dydc1,0,0,0,0
Mat1a,0,0,0,0
Sftpa1,0,0,0,0
Mbl1,0,0,0,0
Gm2832,0,0,0,0
Gm5798,0,0,0,0
1700049E17Rik2,0,0,0,0
1700049E17Rik1,0,0,0,0
1700024B05Rik,1,1,0,0
Gm7995,1,1,0,0
Gm8011,0,0,0,0
Gm10378,0,0,0,0
Gm8104,0,0,1,1
Gm49135,0,1,0,0
Gm7233,0,0,0,0
Gm8126,0,0,0,0
Gm9732,0,0,0,0
Gm5799,0,0,0,0
Gm21154,1,0,2,0
Gm7324,0,0,0,0
Gm6526,0,0,0,0
Gm49965,10,6,16,14
Gm8113,0,0,0,0
Ang5,0,0,0,0
Ear2,0,0,0,0
Gm3327,0,0,0,0
Gm8212,0,0,0,0
Gm8220,0,0,0,0
Gm8229,0,1,0,0
Gm8232,0,0,0,0
BC061237,0,0,1,0
Gm17093,0,0,0,0
Gm8247,0,0,0,0
Gm34060,0,0,0,0
Gm49145,0,0,0,0
Ptger2,2,2,5,5
Gpr137c,66,52,117,123
Gm49194,0,0,0,0
Psmc6,760,639,896,832
Styx,442,418,625,456
4930527F14Rik,0,0,1,2
Gm15601,5,17,18,20
Gm49124,0,0,0,0
Gm15218,1,1,1,6
Gm15217,0,0,0,0
Gm15222,0,0,0,0
Gm15221,0,0,0,0
Gm34756,0,0,0,0
E130120K24Rik,0,0,0,0
Gm48917,0,0,0,1
Cdkn3,15,13,7,25
Gm48933,0,0,0,0
Cgrrf1,290,275,311,402
Gm48949,0,0,0,0
Samd4,75,106,62,222
Gm15562,2,0,1,0
Gm49150,0,0,0,0
Socs4,231,231,420,421
Mapk1ip1l,590,542,902,938
Lgals3,4,9,12,25
Gm48975,0,1,0,1
Fbxo34,580,644,796,905
Gm49004,7,5,8,5
Ktn1,2185,2130,2588,2846
Gm35360,0,0,0,0
4930447J18Rik,34,5,41,15
Gm49303,0,0,0,1
Gm49305,0,0,0,0
Gm49306,0,0,0,0
Peli2,5667,5744,14934,17264
Tmem260,839,798,1160,813
Gm49519,3,6,4,3
4930572G02Rik,1,0,0,0
Gm49120,2,5,4,7
Gm35766,0,0,0,0
Gm49151,0,0,0,0
Otx2os1,12,20,4,12
4933429O19Rik,0,0,0,1
Ap5m1,187,182,258,226
Naa30,251,208,248,369
Gm48935,0,0,0,0
Gm48940,0,0,0,0
Gm36146,0,0,0,0
Olfr727,0,0,0,0
Tlr11,1,0,0,0
Olfr736,0,0,0,1
Olfr738,0,0,0,0
Olfr739,0,0,0,0
Olfr740,0,0,0,0
Olfr741,0,0,0,0
Olfr742,0,0,0,0
Olfr743,0,0,0,0
Olfr744,0,0,0,0
Olfr745,0,0,0,0
Olfr746,0,0,0,0
Olfr748,0,0,0,0
Parp2,345,406,518,514
Gm26782,130,113,161,104
Apex1,64,44,52,49
Pnp,7770,6615,5478,4988
Pnp2,13,12,8,4
Rnase10,1,0,1,3
Rnase4,438,351,442,389
Ang,53,31,39,33
Eddm3b,0,0,0,0
Rnase6,26,25,27,17
Rnase2b,0,0,0,0
Ear14,0,0,0,0
Gm21718,0,0,0,0
Gm7247,0,1,3,3
Vmn2r88,0,0,0,0
Vmn2r89,0,0,0,0
Gm5622,0,0,0,0
AY358078,0,1,1,3
Ear6,0,0,0,0
Mettl17,152,115,174,186
Slc39a2,0,1,0,1
Tppp2,0,0,0,0
Arhgef40,1118,1199,766,1155
Tmem253,3,6,10,3
Gm49086,9,12,19,11
Gm49256,0,0,0,0
Rpgrip1,54,51,93,72
Gm26590,166,132,199,203
Tox4,944,1137,1168,1286
Trav1,0,0,0,0
Olfr1509,0,0,0,0
Trav2,0,0,0,0
Trav3-1,0,0,0,0
Trav4-1,0,0,0,0
Trav5-1,0,0,0,0
Trav6-1,0,0,0,0
Trav7-1,0,0,0,0
Trav6-2,0,0,0,0
Trav7d-2,0,0,0,0
Trav4d-2,0,0,0,0
Trav6d-3,0,0,0,0
Trav7d-3,0,0,0,0
Trav6d-4,0,0,0,0
Trav7d-4,0,0,0,0
Trav8d-1,0,0,0,0
Trav9d-1,0,0,0,0
Trav6d-5,0,0,0,0
Trav10d,0,0,0,0
Trav6d-6,0,0,0,0
Trav11d,0,0,0,0
Trav7d-5,0,0,0,0
Trav12d-1,0,0,0,0
Trav13d-1,0,0,0,0
Trav14d-1,0,0,0,0
Trav15d-1-dv6d-1,0,0,0,0
Trav3d-2,0,0,0,0
Trav9d-2,0,0,0,0
Trav4d-3,0,0,0,0
Trav5d-2,0,0,0,0
Trav12d-2,0,0,0,0
Trav9d-3,0,0,0,0
Trav5d-3,0,0,0,0
Trav12d-3,0,0,0,0
Trav13d-2,0,0,0,0
Trav14d-2,0,0,0,0
Trav15d-2-dv6d-2,0,0,0,0
Trav3d-3,0,0,0,0
Trav9d-4,0,0,0,0
Trav4d-4,0,0,0,0
Trav5d-4,0,0,0,0
Trav6d-7,0,0,0,0
C920008G01Rik,0,0,0,0
Trav13d-3,0,0,0,0
Trav8d-2,0,0,0,0
Trav16d-dv11,0,0,0,0
Trav13d-4,0,0,0,0
Trav14d-3-dv8,0,0,0,0
Trav15d-3,0,0,0,0
Trav7n-4,0,0,0,0
Trav9n-1,0,0,0,0
Trav6n-5,0,0,0,0
Trav10n,0,0,0,0
Trav6n-6,0,0,0,0
Trav11n,0,0,0,0
Trav7n-5,0,0,0,0
Trav12n-1,0,0,0,0
Trav13n-1,0,0,0,0
Trav14n-1,0,0,0,0
Trav15n-1,0,0,0,0
Trav3n-2,0,0,0,0
Trav9n-2,0,0,0,0
Trav4n-3,0,0,0,0
Trav5n-2,0,0,0,0
Trav12n-2,0,0,0,0
Trav9n-3,0,0,0,0
Trav5n-3,0,0,0,0
Trav12n-3,0,0,0,0
Trav13n-2,0,0,0,0
Trav14n-2,0,0,0,0
Trav15n-2,0,0,0,0
Trav3n-3,0,0,0,0
Trav9n-4,0,0,0,0
Trav4n-4,0,0,0,0
Trav5n-4,0,0,0,0
Trav6n-7,0,0,0,0
Trav7n-6,0,0,0,0
Trav13n-3,0,0,0,0
Trav8n-2,0,0,0,0
Trav16n,0,0,0,0
Trav13n-4,0,0,0,0
Trav14n-3,0,0,0,0
Trav15n-3,0,0,0,0
Trav7-2,0,0,0,0
Trav4-2,0,0,0,0
Trav6-3,0,0,0,0
Trav7-3,0,0,0,0
Trav6-4,0,0,0,0
Trav7-4,0,0,0,0
Trav8-1,0,0,0,0
Trav9-1,0,0,0,0
Trav6-5,0,0,0,0
Trav10,0,0,0,0
Trav6-6,0,0,0,0
Trav11,0,0,0,0
Trav7-5,0,0,0,0
Trav12-1,0,0,0,0
Trav13-1,0,0,0,0
Trav14-1,0,0,0,0
Trav15-1-dv6-1,0,0,0,0
Trav3-2,0,0,0,0
Trav9-2,0,0,0,0
Trav4-3,0,0,0,0
Trav5-2,0,0,0,0
Trav12-2,0,0,0,0
Trav12-3,0,0,0,0
